dist_neck__left_shoulder,dist_neck__right_shoulder,dist_left_shoulder__right_shoulder,dist_left_shoulder__left_elbow,dist_left_elbow__left_wrist,dist_right_shoulder__right_elbow,dist_right_elbow__right_wrist,dist_left_shoulder__left_hip,dist_right_shoulder__right_hip,dist_left_hip__right_hip,dist_neck__root,label,source,sample_id
0.0,0.0,0.0,0.0,1.1102230246251564e-08,4.163336342344337e-09,1.1102230246251564e-08,0.0,0.0,5.551115123125778e-15,1.1102230246251564e-08,Safe,training_pose_recording.csv,0_1
0.0577121946672994,0.4936830489699823,0.1111111111111111,0.0,5.551115123125783e-09,4.163336342344337e-09,5.551115123125783e-09,0.0275535346122404,0.1612665063852924,5.551115123125778e-15,1.1102230246251564e-08,Unsafe,training_pose_recording.csv,1_1
0.1771953076134105,0.4936830489699823,0.2222222222222223,0.0,5.551115123125783e-09,4.163336342344337e-09,5.551115123125783e-09,0.1135376752298376,0.1612665063852924,0.0,1.1102230246251564e-08,Unsafe,training_pose_recording.csv,2_1
0.2383332833757593,0.999999999999996,0.3333333333333334,0.0,5.551115123125783e-09,4.163336342344337e-09,5.551115123125783e-09,0.1708571434319449,0.1612665063852924,1.0,5.551115123125783e-09,Unsafe,training_pose_recording.csv,3_1
0.3624433019505584,0.999999999999996,0.4444444444444442,1.3877787807814455e-09,4.163336342344337e-09,4.163336342344337e-09,5.551115123125783e-09,0.3109055171729852,0.3837709670132958,0.0,5.551115123125783e-09,Unsafe,training_pose_recording.csv,4_1
0.4882502143294956,0.999999999999996,0.5555555555555555,1.3877787807814455e-09,4.163336342344337e-09,4.163336342344337e-09,2.775557561562891e-09,0.3922714777598208,0.3837709670132958,1.0,5.551115123125783e-09,Unsafe,training_pose_recording.csv,5_1
0.6151937058208837,0.999999999999996,0.6666666666666665,0.0,5.551115123125783e-09,4.163336342344337e-09,2.775557561562891e-09,0.5743840436645713,0.6645181638253266,0.0,5.551115123125783e-09,Unsafe,training_pose_recording.csv,6_1
0.7429331248212695,0.999999999999996,0.7777777777777777,0.0,0.0,0.0,0.0,0.6739104363634685,0.6645181638253266,1.0,5.551115123125783e-09,Safe,training_pose_recording.csv,7_1
0.871250431554502,1.0,0.8888888888888888,1.1102230246251564e-08,0.0,1.1102230246251564e-08,0.0,0.8871897965084856,1.0,0.0,5.551115123125783e-09,Safe,training_pose_recording.csv,8_1
1.0,1.0,1.0,5.551115123125783e-09,5.551115123125783e-09,5.551115123125783e-09,5.551115123125783e-09,1.0,1.0,1.0,0.0,Safe,training_pose_recording.csv,9_1
0.2921886831901772,0.3184006357503802,0.4300180478322583,0.2576225886556486,0.1019585924538465,0.1679128197255072,0.1851136161266914,0.3373502963062567,0.3493279536998284,0.1658782428970568,0.3151759189945132,Safe,synthetic,derecho_0
0.3111116774171579,0.3626412279024487,0.4450896482787213,0.2387003736900818,0.1456283014846704,0.2347500313632999,0.14164469596684,0.3851380120522908,0.3480029635605499,0.1926055054581895,0.2527628182238424,Safe,synthetic,derecho_1
0.3289016535469612,0.3538188207172479,0.3828668871134757,0.2059146579804708,0.2012923674221339,0.2346177625745631,0.1965093044638395,0.3672328401203152,0.4356659040348184,0.1837433993446154,0.2595102908371385,Safe,synthetic,derecho_2
0.2474490908700849,0.3846391769030198,0.4451588917088357,0.215442101693805,0.1463937409214988,0.1870207513723504,0.206023711512988,0.3797301668481376,0.3717261707322077,0.1733796117084522,0.2892864529226688,Safe,synthetic,derecho_3
0.2846674323656291,0.3687475438691605,0.4348571511179276,0.2289438219509872,0.2071565425228758,0.2227031627795556,0.1915647759475993,0.3752515290335416,0.2917137672057733,0.1872131513457079,0.2611850938282882,Safe,synthetic,derecho_4
0.2544448860702663,0.3489943099509326,0.4597976524493758,0.1853667553722702,0.2187311341836592,0.1526852091353678,0.166604598800569,0.3565101226042002,0.3734488932543711,0.2284490631917142,0.311733889407997,Safe,synthetic,derecho_5
0.2660509971100625,0.3415059282934173,0.4343190352502862,0.2123478270047354,0.1289725470664831,0.1746685114398607,0.1432219085599355,0.3698864297621505,0.3556970294428226,0.2276194141627107,0.2629098941465386,Safe,synthetic,derecho_6
0.2863415876430686,0.3850236157586935,0.3876261384111905,0.2382710095022964,0.1535229623573339,0.2054778461373971,0.1647304842400668,0.3021664141764384,0.3694788992314232,0.181223906391891,0.2804997647491075,Safe,synthetic,derecho_7
0.2992298663562364,0.3778612470411978,0.4266154043589115,0.216060580619623,0.1630680675182338,0.216811271563744,0.1125066226416788,0.2921155011030765,0.2970920155058238,0.1601101268959407,0.2959909690689375,Safe,synthetic,derecho_8
0.2437808377855976,0.3448734978384244,0.4519691319114426,0.2057494411575429,0.2095006227386834,0.1826552927996049,0.1717824976852948,0.3119991178035767,0.3364386769639775,0.2336123254982958,0.210907183072306,Safe,synthetic,derecho_9
0.2973769457418343,0.3695094240932912,0.3762340017721282,0.1621576858244618,0.1828851803085547,0.1988202916374479,0.1893070484541881,0.3508740858209377,0.4140711556528366,0.190425774901079,0.2390601002951254,Safe,synthetic,derecho_10
0.2871710253982527,0.3687998673588706,0.4543675030096175,0.2534044498365831,0.1942748423659803,0.2785321156487825,0.1324494778270859,0.32440993869001,0.312936962343779,0.1844076078737692,0.2249325540977476,Safe,synthetic,derecho_11
0.3054060378725762,0.3511110921160491,0.3411677482198937,0.1793768367516983,0.1925405538980078,0.2535250627157752,0.2598692356676714,0.4665544986402932,0.3665763773310398,0.1604184751987254,0.1947181487707476,Safe,synthetic,derecho_12
0.2907084584937535,0.327482356187587,0.3833857095928126,0.1955161280376076,0.1743683645433446,0.2626392092315057,0.1862819426978137,0.3436546065184524,0.3085738498869675,0.1330126822118257,0.2605476836370668,Safe,synthetic,derecho_13
0.2778486979672672,0.4307171965431953,0.4052109808589154,0.2593095804409223,0.1600281760584339,0.172602249343319,0.1413953295107051,0.3209909574185698,0.4351387892974065,0.1671445328310245,0.3135395681494538,Safe,synthetic,derecho_14
0.2438829128765189,0.3972629205149698,0.4153980386442345,0.2137344840936763,0.1783694989545826,0.1938084921828244,0.1978428880592832,0.3318006607863688,0.30097576944931,0.1488824970272152,0.2869035167088848,Safe,synthetic,derecho_15
0.3431636502564174,0.3663996645429376,0.3952544669556047,0.2314330455841017,0.2322400696682729,0.2287753000545542,0.1635629107666505,0.3942515484023955,0.3671502575384645,0.2614302396798397,0.2873293774888762,Safe,synthetic,derecho_16
0.23102123873118,0.3052736320301734,0.46603711728925,0.2889466288313319,0.1728192314686959,0.2046725071545604,0.238457771689688,0.3057181727182604,0.3142109192417669,0.2257330717875618,0.2642157950856164,Safe,synthetic,derecho_17
0.2797951253311971,0.3534622840590195,0.4135029819519573,0.2762992744525486,0.1836233962760698,0.2457575517310743,0.097993115958759,0.3480512639227953,0.3162707891882851,0.1512474775830549,0.24487390532285,Safe,synthetic,derecho_18
0.2666350623719675,0.3966361016942406,0.3469442912904175,0.2212252597037767,0.1606332226666568,0.2068930762255215,0.2201103130121841,0.371524617480157,0.4034959242977097,0.1938197728300039,0.2521622955331719,Safe,synthetic,derecho_19
0.27104564732478,0.3696998716508489,0.4070629343381484,0.1766244771106653,0.1836195912651149,0.2291291332055562,0.2806989615013568,0.4250737844512667,0.3158702659776471,0.1885046655380329,0.2214623199265199,Safe,synthetic,derecho_20
0.2563717194414606,0.3726242001436136,0.4482341448355293,0.1908366464902556,0.1538341423972881,0.1341084388104538,0.1734933631782036,0.3075034235256174,0.328822422905357,0.1649255688732964,0.2762294978298977,Safe,synthetic,derecho_21
0.2096908643457347,0.3013181901843604,0.4851698844811319,0.1685030967490387,0.1361285768618144,0.2934765411328526,0.2962026867696162,0.3031373348469863,0.3352700417284787,0.2136622220376204,0.3491479057762237,Safe,synthetic,derecho_22
0.2405257168628705,0.3501888861623156,0.4310935030424698,0.2373906429786647,0.164953757150796,0.2146470814193583,0.1250041676652007,0.3404730502410134,0.3393445003996417,0.2092867955850502,0.2577869112472394,Safe,synthetic,derecho_23
0.2988615409018056,0.4005086327127932,0.4062171731067386,0.2340702563359681,0.1821262139031146,0.2200033757236565,0.1511376786582861,0.3626597704669323,0.3461085360634604,0.2837267323572238,0.3429341960990097,Safe,synthetic,derecho_24
0.2954338621022601,0.3294777116122093,0.3555035411206633,0.2676457181235546,0.1905099690058855,0.2392057361356644,0.1102165605210322,0.3870975392623272,0.3681768135285745,0.1555827726234209,0.261139007702002,Safe,synthetic,derecho_25
0.2905486881742608,0.3620986719342497,0.3883131525678578,0.2158604692773615,0.1699209048717245,0.2261025004840987,0.2388596789197262,0.247333662362748,0.3405259894196126,0.2070604968548978,0.291839759587484,Safe,synthetic,derecho_26
0.2651234167471484,0.2897311287008567,0.4131198193485644,0.2890940085665674,0.1186455438033544,0.2545531205479275,0.1668589910750842,0.3475470261668461,0.307884059571842,0.1866217531057649,0.3320017837879583,Safe,synthetic,derecho_27
